Category,Sub-category,Brand,Product Name,Rating,Review,Bersih,combined_features
cleanser,facial wash,Cetaphil,Gentle Skin Cleanser,4.1,"huhuhu sabun muka terbaik coba😭, gatau botol, cetaphil salah jerawatku hilang. sebagus itusih harga mahal. make bingung gk keset, menurutku sabun muka oketu keset, eh ngebantu ilangin jerawat, make april 2019 gk ganti” sampe sekarang😚",huhu sabun muka terbaik coba enggak tau botol cetaphil  jerawatku hilang sebagus itusih harga mahal memakai bingung  keset menurutku sabun muka oketu keset eh membantu hilangkan jerawat memakai april   ganti,cleanser facial wash Cetaphil
cleanser,facial wash,Acnes,Creamy Wash,3.6,"fw murmer enak ga murahan. daya bersihnya. krna myristic acid, lauric acid acid2 jd ga terusin pake, alkoholnya jg. krna msh penasaran coba 2-3 tp ga gt suka, wlopun hasilnya bersih tp buru2 diguyur toner spy muka ga kering",fw murah meriah   murahan daya bersihnya  myristic acid lauric acid acid   terusin pakai alkoholnya    penasaran coba     suka  hasilnya bersih  buru diguyur toner  muka  kering,cleanser facial wash Acnes
cleanser,facial wash,Hada Labo,Tamagohada Mild Peeling Face Wash,4.1,"suka gak suka, pake cocok cocok gada enak mild gak kerasa ketarik kalo abis cuci muka gak tau ngerasa munculin texture kulit ku pake",suka  suka pakai cocok cocok enggak ada  mild  kerasa tertarik  habis cuci muka    munculin texture kulit ku pakai,cleanser facial wash Hada Labo
cleanser,facial wash,Senka,Perfect Whip Facial Foam,4,"love hate senka. suka whip lembut busa. cuci muka seger bgt, bersih. wanginya lembut. alcohol, kupikir gk terganggu. kuteliti, wajahku sensitif alkohol jdi i>2 blnn pakai wajahku kering😩 efek ketariknya lumayan kerasa cuci muka malem. gk berjodoh whip foam",cinta benci senka suka whip lembut busa cuci muka segar banget bersih wanginya lembut alcohol aku pikir  terganggu kuteliti wajahku sensitif alkohol   blnn pakai wajahku kering efek ketariknya lumayan kerasa cuci muka malam  berjodoh whip foam,cleanser facial wash Senka
cleanser,facial wash,Clean And Clear,Foaming Face Wash,3.2,"facial foamku pake 4 kuliah, bagus membersihkan muka, mukaku jerawatan, hasilnya kulitku kering. dipakaikan pelembab",facial foamku pakai  kuliah bagus membersihkan muka mukaku jerawatan hasilnya kulitku kering dipakaikan pelembab,cleanser facial wash Clean And Clear
cleanser,facial wash,Hada Labo,Gokujyun Ultimate Moisturizing Face Wash,4.2,"face wash akuuu, beli tuh toner& pelembab, kyk starter kit gituu, enakk bangett tuhh, lembabb ga kering abis cuci muka, dipake dikit ajaa sabunnyaa, suka tekstur cream gtuuu, kecintaan akuwww",face wash  beli  toner pelembab kayak starter kit  enakk banget tuh lembabb  kering habis cuci muka dipakai   sabunnyaa suka tekstur cream  kecintaan akuww,cleanser facial wash Hada Labo
cleanser,facial wash,Cosrx,Low pH Good Morning Gel Cleanser,4.2,"menurutku ga cocok kulit kering bikin kering ketarik. ga, gentle. keterangannya low ph tp bikin kering:( baunya ga enak. busanya. cleanser murah& ga bikin kering. kalo kulit oily, salah pilihan.",menurutku  cocok kulit kering  kering tertarik  gentle keterangannya low ph   kering baunya   busanya cleanser murah   kering  kulit oily  pilihan,cleanser facial wash Cosrx
cleanser,facial wash,The Body Shop,Tea Tree Skin Clearing Facial Wash,3.6,"beli the body shop facial wash diskon ditambah koin shopee harga 70k. pemakain kulit membersihkan kotoran wajah kulit menarik kulit efek keset suka. jerawat sebum wajah terkontrol the body shop, efek menghilangkan jerawat wajah secepat himalaya elshe skin harganya diatas. untungnya membeli harga miring",beli  badan shop facial wash diskon ditambah koin shopee harga kak pemakain kulit membersihkan kotoran wajah kulit menarik kulit efek keset suka jerawat sebum wajah terkontrol  badan shop efek menghilangkan jerawat wajah secepat himalaya elshe skin harganya di atas untungnya membeli harga miring,cleanser facial wash The Body Shop
cleanser,facial wash,Hada Labo,Shirojyun Ultimate Whitening Face Wash,3.8,"facial wash harga affordable ingredientnya gak aneh2, gak fragrance berasa pake produk aman. cocok kulit oily abis pakai berasa kesat gak ketarik",facial wash harga terjangkau ingredientnya  aneh  fragrance berasa pakai produk aman cocok kulit oily habis pakai berasa kesat  tertarik,cleanser facial wash Hada Labo
cleanser,facial wash,Emina,Bright Stuff Face Wash,3.9,"underestimate brand coba sunscreennya gak cocok kepepet gak bawa beli suncreennya gampang temuin, kulit muka ku langsung iritasi kemerahan berasa gatel, long short story lupa bawa face wash memeberanikan coba suka baget cocok cerahin gampang ditemuin.",menyepelekan merek coba sunscreennya  cocok kepepet  bawa beli suncreennya mudah temuin kulit muka ku  iritasi kemerahan berasa gatal long short cerita lupa bawa face wash memeberanikan coba suka banget cocok cerahin mudah ditemukan,cleanser facial wash Emina
cleanser,facial wash,Himalaya,Purifying Neem Face Wash,3.7,"this fw helps a lot in reducing acne on my skin. pake fw kulitku break out parah, sampe hasilnya, jerawat berkurang, i guess this fw just fit my skin so it didn't cause bad stuff",fw help  lot  reducing acne  my skin pakai fw kulitku break out parah  hasilnya jerawat berkurang  guess  fw  fit my skin sok  didnt  buruk stuff,cleanser facial wash Himalaya
cleanser,facial wash,Wardah,Lightening Micellar Gentle Wash,3.2,"face wash dryskin friendly! tektur gel foam. wangi khas series lightening wardah, wangi fresh. dibilas bener meninggalkan efek licin kulit. kering, wajah ga kering ketarik& cenderung kenyal. pribadi face wash, bagus& nyaman, seneng facewah tektur whip.",face wash dryskin friendly tektur gel foam wangi khas series lightening wardah wangi fresh dibilas  meninggalkan efek licin kulit kering wajah  kering tertarik cenderung kenyal pribadi face wash bagus nyaman senang facewah tektur whip,cleanser facial wash Wardah
cleanser,facial wash,NIVEA,Sparkling Bright Facial Foam,3.8,"kenal gentle face wash, pengennya cari cepet mencerahkan. tau tau ga cocok, way too stripping bikin squeaky clean ga nyaman kulit dry. wanginya strong ganggu:( efek mencerahkannya pake tub. definitely not gonna repurchase",kenal gentle face wash inginnya cari cepat mencerahkan    cocok way too stripping  squeaky clean  nyaman kulit dry wanginya strong ganggu efek mencerahkannya pakai tub definitely  pergi repurchase,cleanser facial wash NIVEA
cleanser,facial wash,Garnier,Sakura White Pinkish Glow Whip Foam,3.8,"berhubung adek lelaki ku pindah rumah sabunya ditinggal dirumah salahnya daku mencobanya. pakai kaget busanya ngambil sabunya dikit, eh gak taunya whip foam, sebelumya suka facial foam gak busa white secret kecintaan, gak kalah bagusnya, gak bikin kulit ketarik kering gak, lembab, kenyal. gak suka membersihkan komedo sehebat white secret yaa. teksturenya gel padet wangi sakura khas garnier.",berhubung adik lelaki ku pindah rumah sabunya ditinggal di rumah salahnya daku mencobanya pakai kaget busanya mengambil sabunya  eh  taunya whip foam sebelumya suka facial foam  busa white secret kecintaan  kalah bagusnya   kulit tertarik kering  lembap kenyal  suka membersihkan komedo sehebat white secret  teksturenya gel padat wangi sakura khas garnier,cleanser facial wash Garnier
cleanser,facial wash,Garnier,Pure Active Matcha Foam,3.5,"wajib coba, kulit kinclong... suka bgtt facial foam! bener bener mantul bgt kulitku combination to oily. hasilnya bikin muka lembab bersih bgt! tp sayaang, bgt stock nyaa. kaya sebulan nemu bbrp stock:( sempet off pake produk karna stock pd abis",wajib coba kulit kinclong suka banget facial foam   mantap betul banget kulitku combination  oily hasilnya  muka lembap bersih banget  sayang banget persediaan  kayak sebulan menemukan  persediaan  off pakai produk  persediaan percaya diri habis,cleanser facial wash Garnier
cleanser,facial wash,Pond's,White Beauty Spot-less Rosy White Facial Foam,3.4,facial foam jadul ku sma. facialfoam dipakai dikit busanya. gak bikin ketarik diwajah. bikin cerah diwajah tp sabar karna pakai terhitung tahunan.,facial foam jadul ku  facialfoam dipakai  busanya   tertarik diwajah  cerah diwajah  sabar  pakai terhitung tahunan,cleanser facial wash Pond's
cleanser,facial wash,Pond's,Serum Whip Foam,4.6,"pake produk 1, umur 15. kandungan lumayan bagus kulit kombinasi. membersihkan wajah wanginya ponds. tekstur bentuk foam ringan lembut kulit wajah.",pakai produk  umur  kandungan lumayan bagus kulit kombinasi membersihkan wajah wanginya ponds tekstur bentuk foam ringan lembut kulit wajah,cleanser facial wash Pond's
cleanser,facial wash,Pond's,Acne Solution AntiAcne Facial Foam,3.5,"ughhh akar bikin muka gw rusak! gw pengguna pond's varian sma sampe kuliah, gk... jerawat jerawat hormon harinya langsung sembuh, nih produk, gw pake nih 2 muka gw ngeluarin jerawat nanah disekitar pipi, dagu gw kering ngeluarin darah. sampe kulit gw gk normal kombi, susah cari produk sesuai memperbaiki kulit gw...",ughh akar  muka  rusak  pengguna ponds varian   kuliah  jerawat jerawat hormon harinya  sembuh nih produk  pakai nih  muka  mengeluarkan jerawat nanah di sekitar pipi dagu  kering mengeluarkan darah  kulit   normal kombi susah cari produk sesuai memperbaiki kulit,cleanser facial wash Pond's
cleanser,facial wash,Simple,Refreshing Facial Wash Gel,4.5,"top! face wash does the job: membersihkan muka, beneran bersih. pake, jaraaang keluhan muka(jerawat, dry flakes). nyoba low ph korea, imo bersihan. kalo korea habis beli haha",teratas face wash does  pekerjaan membersihkan muka benaran bersih pakai jaraang keluhan mukajerawat dry flakes mencoba low ph korea imo bersihan  korea habis beli haha,cleanser facial wash Simple
cleanser,facial wash,Garnier,Bright Complete Brightening Face Wash Foam,3.3,"facial foam favorit. gak ganti, cocok muka sensitif.. bruntusan pakai facial scrubnya, trus pakai bruntusan cepet bgt ilangnya. trus bikin muka cerah gk gampang jerawatan♡",facial foam favorit  ganti cocok muka sensitif bruntusan pakai facial scrubnya  pakai bruntusan cepat banget hilangnya   muka cerah  mudah jerawatan,cleanser facial wash Garnier
cleanser,facial wash,Pond's,Pure White Pollution D-TOXX,3.8,"temenku keturunan arab kulitnya bagus cuci mukanya pake. nyoba, beda kalo, menurutku, baunya charcoal ga narik muka which is keren. ngebuat mukaku efeknya, yaa bersihan matte",temanku keturunan arab kulitnya bagus cuci mukanya pakai mencoba beda  menurutku baunya charcoal  menarik muka which  keren-keren ngebuat mukaku efeknya  bersihan matte,cleanser facial wash Pond's
cleanser,facial wash,Acnes,Natural Care Complete White Face Wash,3.6,"teksturnya krim, busa melimpah, wanginya fresh bikin seger. pakai muncul jerawat, kulit wajahku tetiba berminyak parah. pakai kurleb 5-6, jerawat bekasnya memudar, minyak wajah berkurang drastis. seneng tuh, san ngabisin tube niat repurchase. menjelang tube habis, kulit wajahku bener2 kering merah2, sudut hidung bawa dagu ngelupas 8",teksturnya kirim busa melimpah wanginya fresh  segar pakai muncul jerawat kulit wajahku  berminyak parah pakai kurleb  jerawat bekasnya memudar minyak wajah berkurang drastis senang  san menghabiskan tube niat repurchase menjelang tube habis kulit wajahku  kering merah sudut hidung bawa dagu ngelupas,cleanser facial wash Acnes
cleanser,facial wash,N'pure,Marigold Deep Cleansing Foaming Face Wash,4.9,"suka bngett sma produk n'pure sihh😍😍😍apalagi marigold deep cleansing foaming face wash nyaa, bner2 bagus bngett❤❤ditambah bner2 wangi lembut bngett dikulit wajahkuu😍❤langsung meresap dikulitku🥰🥰pokok'e cocok!!",suka banget  produk npure sihhapalagi marigold deep cleansing foaming face wash   bagus bngettditambah  wangi lembut banget dikulit wajahkuulangsung meresap dikulitkupokoke cocok,cleanser facial wash N'pure
cleanser,facial wash,N'pure,Face Foam Centella Asiatica,4.8,"face washnya npure bagus ga bkin muka ketarik klau sdh cuci muka klau jerawat merah mnenangkan, teksturnya cair pumpnya tekan sperti busa mnurutku bagus lbih hemat aromanya jga suka.",face washnya npure bagus  bikin muka tertarik   cuci muka  jerawat merah mnenangkan teksturnya cair pumpnya tekan  busa mnurutku bagus  hemat aromanya  suka,cleanser facial wash N'pure
cleanser,facial wash,Clean And Clear,Daily Pore Cleanser,2.9,"teksturnya kasar, habis pakai gak bikin wajah ketarik. lumayan efektif bersihin komedo hidung. habis pakai kulit licin. gak bikin mukaku kering, berasa lembab. but overall.",teksturnya kasar habis pakai   wajah tertarik lumayan efektif bersihkan komedo hidung habis pakai kulit licin   mukaku kering berasa lembap  secara keseluruhan,cleanser facial wash Clean And Clear
cleanser,facial wash,PIXY,White-Aqua Pore Cleanse Micellar Foam,4.8,"tau cleanser gentle non sulfat/sls non alkohol berkualitas dg harga dibawah 50rb, refillnya jg. penemuan revolusioner, krn cleanser gentle rata2 harganya ckup mahal(>50 rb). gentle kulit sensitif, gak bkin kulit kering/ketarik, kemampuan ngebersihin kotoran jg bagus. sbenernya krg suka fitur brushnya mskipun diklaim gentle kulit, tp bagiku pny kulit sensitif msh trlalu""harsh"" jdnya gak berani pake brushnya. mskipun msh parfum list ingredientsnya, untungnya gak bkin breakout. langganan pake trs kedepannya.",cleanser gentle non sulfat sls non alkohol berkualitas  harga di bawah ribu refillnya  penemuan revolusioner  cleanser gentle  harganya  mahal ribu gentle kulit sensitif  bikin kulit kering ketarik kemampuan ngebersihin kotoran  bagus   suka fitur brushnya  diklaim gentle kulit  bagiku  kulit sensitif  trlalu harsh   berani pakai brushnya   parfum list ingredientsnya untungnya  bikin breakout pelanggan pakai  kedepannya,cleanser facial wash PIXY
cleanser,facial wash,Wardah,C-Defense Energizing Creamy Wash,3.8,suka produknya wardah cocok foam lembut padat cuci muka berasa seger pake face wash wardah muka tuh berasa kenyal recomend deh cari face wash cocok jenis kulit,suka produknya wardah cocok foam lembut padat cuci muka berasa segar pakai face wash wardah muka  berasa kenyal recomend deh cari face wash cocok jenis kulit,cleanser facial wash Wardah
cleanser,facial wash,Senka,Perfect White Clay,4,suka cocok kulit sensitif effect tarik gak tau suka keliatan cerah kalo abis pake face wash. busanya ambil productnya abisnya,suka cocok kulit sensitif effect tarik   suka  cerah  habis pakai face wash busanya ambil productnya habisnya,cleanser facial wash Senka
cleanser,facial wash,Cetaphil,Oily Skin Cleanser,3.8,"bener ni cleanser, ingredient aman, cocok kesemua kulit efek muka gak main2. cetaphil engga berbusa, beneran bikin kulit bersih. cuci muka engga bikin kering, bikin kulit lembab mulus. dipake rutin, jerawatan😌🖐️✨",nih cleanser ingredient aman cocok kesemua kulit efek muka  main cetaphil  berbusa benaran  kulit bersih cuci muka   kering  kulit lembap mulus dipakai rutin jerawatan,cleanser facial wash Cetaphil
cleanser,facial wash,JF Sulfur,Anti Acne Cleansing Bar,3.4,"pake stock lemari 2, cocok😆 caraku pake kayak wash-off mask, enak kalo ngerasa pori-pori wajah tersumbat, dibusakan kayak didiemin 1-2 menit(jangan kenain area mata: perih pain tolerancenya rendah) habis bilas deh. minusnya caraku gabisa dipake kulit sensitized, kalo pake sabun kayak ninggalin residu, dibilas kayak excess skin wajah kalo digosok(entah excess skin/excess product) second cleanser nggak usap pake kapas+cleansing toner. kalo ngerasa pie menjadi2 pake coba kurangi frekuensi pemakaian deh, sabun ampuh keringin jerawat pecah. ohya excess product, ga cocok badanku😂 timbul jerawat, badanku gaada jerawat",pakai persediaan lemari  cocok caraku pakai  wash off mask    pori pori wajah tersumbat dibusakan  didiamkan  menitjangan kenain area  perih pain tolerancenya rendah habis bilas deh minusnya caraku enggak bisa dipakai kulit sensitized  pakai sabun  meninggalkan residu dibilas  excess skin wajah  digosokentah excess skin excess produk second cleanser  usap pakai kapas cleansing toner   pie  pakai coba kurangi frekuensi pemakaian deh sabun ampuh keringin jerawat pecah ohya excess produk  cocok badanku timbul jerawat badanku enggak ada jerawat,cleanser facial wash JF Sulfur
cleanser,facial wash,Safi,White Expert Purifying Cleanser,3.7,"beli facial foam safi kandungan habbatusauda, pemakaian aman-aman... cocok"" ga efek negatif... berharap menyembuhkan jerawat-jerawat suka... dr kandungan ekstra habbatusauda....",beli facial foam safi kandungan habbatusauda pemakaian aman aman cocok  efek negatif berharap menyembuhkan jerawat jerawat suka dokter kandungan ekstra habbatusauda,cleanser facial wash Safi
cleanser,facial wash,Pigeon,Facial Foam,3.5,"finally produk cuci muka indoalpa ga bikin stripping! pigeon kalo ga salah brand jepang seingatku fokus produk anak anak/teenager. tekstur ga creamy gel/lotion, warnanya putih putih butek. wanginya enak wey powdery ga nusuk. busanya minim ga bikin stripping. kayaknya licin abis cuci muka bersih. but its a nice product to try",finally produk cuci muka indoalpa   stripping pigeon    merek jepang seingatku fokus produk anak anak teenager tekstur  creamy gel lotion warnanya putih putih butek wanginya  he powdery  menusuk busanya minim   stripping  licin habis cuci muka bersih    bagus produk  try,cleanser facial wash Pigeon
cleanser,facial wash,Cetaphil,Daily Facial Cleanser,4.3,"hasil embel2. suka karna ga macem2 muluk, nyaman pake ga bikin beruntusan jerawatan pake muka kalem kulit wajah pelan2 membaik. kdng selingin sm facewash erha 2 tp pake cetaphil.",hasil embel suka    muluk nyaman pakai   beruntusan jerawatan pakai muka kalem kulit wajah pelan membaik kadang selingin  facewash erha   pakai cetaphil,cleanser facial wash Cetaphil
cleanser,facial wash,Senka,Perfect Whip,4,"beli promo lulu dapet buy 1 get 1 collagennyaa, so far inii, bikin bersih and fresh ga bikin wajah keset. wangi greentea somehow.. recommend sih💚 repurchase jg kyk produk!!",beli promo lulu  buy  memperoleh  collagennyaa sok far   bersih  fresh   wajah keset wangi green tea somehow direkomendasikan sih repurchase  kayak produk,cleanser facial wash Senka
cleanser,facial wash,Sariayu,Acne Care Facial Foam,3.6,"terrrrrrr the best facial wash. harganya murce nampool, ngurangin jerawat✅ ngilangin bekas jerawat✅ bikin muka cerah✅ gk ninggalin efek ketarik✅ pokonya bagus bagus bagus. rekomended. mama, ade, bapakku pake bagus",terr  terbaik facial wash harganya murah sekali nampool ngurangin jerawat menghilangkan bekas jerawat  muka cerah  meninggalkan efek tertarik pokoknya bagus bagus bagus direkomendasikan mama adek bapakku pakai bagus,cleanser facial wash Sariayu
cleanser,facial wash,Clean And Clear,Natural Bright Face Wash,3.3,"cocok face wash membersihkan kulit ga claim aneh-aneh, aromanya seger mawar pemakaian kulit halus, lembut, licin, kesat cerahan, suka deh face wash",cocok face wash membersihkan kulit  klaim aneh aneh aromanya segar mawar pemakaian kulit halus lembut licin kesat cerahan suka deh face wash,cleanser facial wash Clean And Clear
cleanser,facial wash,Garnier,Pure Active Sensitive Anti Acne Cleansing Gel,3.6,"ga wewangian, menurutku produk parfumnya kuat bgt, dibilas nempel kulit wanginya, lama-lama suka😅. ekspektasiku busa, enggak:/ teksturnya encer, susah kontrol keluarin, ga perubahan jerawatku, ga memperparah breakout. kalo parfumnya soft, tekstur kental, busa, bikin repurchase deh😆 notice bikin kering ketarik gel cleanser:/ dipakein hydrating toner dry patches area hidung",wewangian menurutku produk parfumnya kuat banget dibilas menempel kulit wanginya lama lama suka ekspektasiku busa  teksturnya encer susah kontrol keluarkan  perubahan jerawatku  memperparah breakout  parfumnya lembut tekstur kental busa  repurchase deh notice  kering tertarik gel cleanser dipakein hydrating toner dry patches area hidung,cleanser facial wash Garnier
cleanser,facial wash,Wardah,Lightening Whip Facial Foam,3.6,"ummhhhh bikin kulit kering, cerah cuci muka kulit kusem, selebihnya gak bikin jerawatan gimana2.... saran kalo pake coba2 facewash pake pelembab cuci muka😂😂",ummhh  kulit kering cerah cuci muka kulit kusam selebihnya   jerawatan  saran  pakai coba facewash pakai pelembab cuci muka,cleanser facial wash Wardah
cleanser,facial wash,Sensatia Botanicals,Tea Tree & Lemon Facial Cleanser,4.2,"bagus, nemuin facial wash cocok kulit cenderung berminyak acne prone. kandungannya nampol bersihin muka gentle. suka gak busanya tetep bersih dipakenya. dibilas bikin kulit lembab gak ketarik. ngebantu kulit berjerawat, keep repurchase",bagus menemukan facial wash cocok kulit cenderung berminyak acne prone kandungannya nampol bersihkan muka gentle suka  busanya  bersih dipakainya dibilas  kulit lembap  tertarik membantu kulit berjerawat  repurchase,cleanser facial wash Sensatia Botanicals
cleanser,facial wash,Wardah,Perfect Bright Creamy Foam,3.8,sabun diperuntukan kulit kering🙂 cuci muka tuh mukany kesat ketarik kulit pake serum lembabin🙂 kulit berminyak suka sabun muka membersihkan sebum wajah.,sabun diperuntukan kulit kering cuci muka  mukany kesat tertarik kulit pakai serum lembabin kulit berminyak suka sabun muka membersihkan sebum wajah,cleanser facial wash Wardah
cleanser,facial wash,Whitelab,Brightening Facial Wash,4.6,"sabun cuci muka favorit akuuu abis 2 tube emg secinta ituuuu😍😍😍ngebersihin muka benerw bersih ga bikin keringg, kalo dirutinin make kerasa bangett wajah jd cerahan plumpy duo maut niacinamide collagen😍",sabun cuci muka favorit  habis  tube  secinta ituungebersihin muka benerw bersih   keringg  dirutinin memakai kerasa banget wajah  cerahan plumpy duo maut niacinamide collagen,cleanser facial wash Whitelab
cleanser,facial wash,Wardah,Hydra Rose Gel Foam Cleanser,4.4,"love-hate brand. gara-gata packagingnya cantik coba cleansernya. lembuuuttt, wangi rose, super gentle kulit gak bikin kulit kering cuci muka, sesuai namanya cleanser menghidrasi kulitku. repurchase, super terjangkau sebagusss kulitku❤",love hate merek gara gata packagingnya cantik coba cleansernya lembuutt wangi rose super gentle kulit   kulit kering cuci muka sesuai namanya cleanser menghidrasi kulitku repurchase super terjangkau sebaguss kulitku,cleanser facial wash Wardah
cleanser,facial wash,SK-II,Facial Treatment Gentle Cleanser,4.2,"pakai bagus2, berasa bagus tu hamil anak super males skincare’an& mengandalkan cuci muka pake.. lumayan bgt kulit ga kering.. ga skincare’an.. kemasan gede, dipake dikit awet.. harga keliatannya mahal tp dipake dr 3bulan.. jd worth it.. ga suka packaging tube puteran gt, jd kalo buru2 susah& taroh kering kalo kamar mandi basah gt suka nampung tutupnya jd basah..",pakai bagus berasa bagus  hamil anak super malas skincarean mengandalkan cuci muka pakai lumayan banget kulit  kering  skincarean kemasan  dipakai  awet harga  mahal  dipakai dokter   bernilai   suka packaging tube puteran    buru susah taroh kering  kamar mandi basah  suka nampung tutupnya  basah,cleanser facial wash SK-II
cleanser,facial wash,BIYU,Oil Control Cleanser,4.9,"pantesan ratingnya bagus, sebagus. cleanser berbentuk gel bening ga baunya, ga bikin kering, bener-bener membersihkan kotoran wajah first cleansing. busanya ga. cocok kulitnya sensitif., packagingnya simple warna putih ilustrasi tangan meluk produknya. gemes.",pantas saja ratingnya bagus sebagus cleanser berbentuk gel bening  baunya   kering bener bener membersihkan kotoran wajah first cleansing busanya  cocok kulitnya sensitif packagingnya sederhana warna putih ilustrasi tangan memeluk produknya gemas,cleanser facial wash BIYU
cleanser,facial wash,Himalaya,Gentle Exfoliating Daily Face Wash,3.7,"ngerasa kusem coba skincare ga cocok langsung. produk teraman kulitku. butirannya berasa ga bikin sakit, busanya lumayan, terpenting ga fragrance. worth to try harga terjangkau",kusam coba skincare  cocok  produk teraman kulitku butirannya berasa   sakit busanya lumayan terpenting  fragrance bernilai  try harga terjangkau,cleanser facial wash Himalaya
cleanser,facial wash,Nameera,So Pure & Radiant Hydrating Gel Cleanser,3.9,"it's a yes! beli gantiin cnc fw habis. tau brand, wanginya khas kaya wanginya enak😍 tekturnya kaya gel bening orange2an gt, busanya melimpah, ga bikin kulit ketarik ga kasi efek negatif kulit. after use bikin kulit lembut fresh gituuu, sukak🥰",beli menggantikan cnc fw habis  merek wanginya khas kayak wanginya  tekturnya kayak gel bening orange an  busanya melimpah   kulit tertarik  kasih efek negatif kulit after use  kulit lembut fresh  suka,cleanser facial wash Nameera
cleanser,facial wash,Emina,Double Bubble Face Wash,3.6,facial wash emina bgus tpi yaa gtu bikin kering mukaa. jdi kayanya ganti produk. soalnyaaa ga trlalu ngelembabin kulit ku kering nihhh. tpi org kam cocok2n yaa. tau cocok,facial wash emina bagus     kering mukaa   ganti produk soalnyaa   ngelembabin kulit ku kering nih    cocok n   cocok,cleanser facial wash Emina
cleanser,facial wash,Fair & Lovely,Fairness Facial Foam,3.4,"pakai smp kelas1 harga terjangkau bagus untk remaja. kulit ku combi to oily ga, bikin kering cuci muka bs pakai hydrting toner mengembalikan ph kulit yaa🤩",pakai  kelas harga terjangkau bagus  remaja kulit ku combi  oily   kering cuci muka  pakai hydrting toner mengembalikan ph kulit,cleanser facial wash Fair & Lovely
cleanser,facial wash,Cosrx,Salicylic Acid Gentle Cleanser,4,"suka bgt fw inii, uda abis ber tube tube kontrol jerawat bgtt bantu breakout jerawat nodul gituu, ngebersihinnya, gaada sensasi ketarik/kering phnya, pemakaian aga tingling sii😩9/10",suka banget fw   habis ber tube tube kontrol jerawat banget bantu breakout jerawat nodul  ngebersihinnya enggak ada sensasi ketarik kering phnya pemakaian  tingling sih,cleanser facial wash Cosrx
cleanser,facial wash,The Body Shop,Vitamin E Gentle Facial Wash,3.7,"beli karna warnanya pink, packagingnya lucu bgttt. ga nyangka kalo cocok bgt kulit muka. wanginya tu ga menyengat teksturnya tu ga lembut busanya ga. bener bener bikin muka kerasa bersih ga bikin ketarik. bikin halus lembab",beli  warnanya merah muda packagingnya lucu banget  menyangka  cocok banget kulit muka wanginya   menyengat teksturnya   lembut busanya     muka kerasa bersih   tertarik  halus lembap,cleanser facial wash The Body Shop
cleanser,facial wash,Garnier,Bright Complete Brightening Face Wash Scrub,3.6,", efek mencerahkan pemakaian 6bulan. membantu kulitku mengatasi jerawat bekas jerawat memudar. teksturnya creamy yaa, busanya lumayan. baunya lemon segerr!!",efek mencerahkan pemakaian  membantu kulitku mengatasi jerawat bekas jerawat memudar teksturnya creamy  busanya lumayan baunya lemon segar,cleanser facial wash Garnier
cleanser,facial wash,Garnier,Pure Active Anti-Acne White Foam,3.2,"facial foam garnier seri pure active, produk cocok wajahku varian matcha. kesat after washnya nggak kesat, mudah ditemukan, pastinya work mukaku👍",facial foam garnier seri pure active produk cocok wajahku varian matcha kesat after washnya  kesat mudah ditemukan pastinya work mukaku,cleanser facial wash Garnier
cleanser,facial wash,Laneige,Multi Cleanser EX,4.2,"sabun muka malam terfavorit gak lawan. scrub saking super halusnya, dipake berasa. habis bilas enak gak bikin ketarik. kayaknya butiran scrub super halus, bikin kulit muka berasa bersih. fresh habis pakai cleanser.",sabun muka malam terfavorit  lawan scrub saking super halusnya dipakai berasa habis bilas    tertarik  butiran scrub super halus  kulit muka berasa bersih fresh habis pakai cleanser,cleanser facial wash Laneige
cleanser,facial wash,Acnes,Foaming Wash,3.6,pake karn hadia temen diaku gak cocok wanginya enak bener-bener berasa wanginya asik cuci muka pake karna busanya seru sambil-sambil dimainin,pakai  hadia teman diaku  cocok wanginya  bener bener berasa wanginya asyik cuci muka pakai  busanya seru sambil sambil dimainkan,cleanser facial wash Acnes
cleanser,facial wash,Sebamed,Clear Face Antibacterial Cleansing Foam,3.9,sabun muka ku jaman sma kelas 1 wkwkw sebagus sabun mukanya gak bikin muka keset lembab!! super hati2 pake kalo kena mata perih🥲🥲 sebagus bekas jerawat ku hilang grgr pake,sabun muka ku zaman  kelas  wkwk sebagus sabun mukanya   muka keset lembap super hati pakai  sentuh  perih sebagus bekas jerawat ku hilang gara-gara pakai,cleanser facial wash Sebamed
cleanser,facial wash,Senka,Perfect Whip Collagen In,4.3,"suka produk facial wash senka busa melimpah. puas cuci muka, enggak bikin kulit kering. varian barunya enak... harganya terjangkau. senka dipakai membersihkan wajah, top",suka produk facial wash senka busa melimpah puas cuci muka   kulit kering varian barunya  harganya terjangkau senka dipakai membersihkan wajah teratas,cleanser facial wash Senka
cleanser,facial wash,Wardah,Nature Daily Seaweed Balancing Facial Wash,3.6,"teksturnya lotion berwarna putih. busanya. wanginya enak. mudah dibilas licin. facial wash mengklaim ph ballance, ph ballence wajah gampang jerawatan. sayangnya dipakai, wajah kering sudut bibir.",teksturnya lotion berwarna putih busanya wanginya  mudah dibilas licin facial wash mengklaim ph ballance ph ballence wajah mudah jerawatan sayangnya dipakai wajah kering sudut bibir,cleanser facial wash Wardah
