Category,Sub-category,Brand,Product Name,Rating,Review,Bersih,combined_features
treatment,eye serum,Raiku Beauty,Eye Serum,4.6,"produk eye cream pertamaku berhasil bikin mata pandaku jd cerah pemakaian teratur. melembabkan ga bikin muncul milia. cuman packagingnya, bbrp pemakaian sempet sobek bawahnya",produk eye cream pertamaku berhasil   pandaku  cerah pemakaian teratur melembabkan   muncul milia  packagingnya  pemakaian  sobek bawahnya,treatment eye serum Raiku Beauty
treatment,eye serum,Garnier,Light Complete Eye Roll-On,2.5,"inget pakai zaman sekolah... penyelamat mata panda kantong matakuuuh parah.. sayangnya indonesia nemu. dingin, aplikasiinya lumayan. hasilnya kelistan, ga pake skincare so efek. sedih ga?:(",pakai zaman sekolah penyelamat  panda kantong matakuuh parah sayangnya indonesia menemukan dingin aplikasiinya lumayan hasilnya kelistan  pakai skincare sok efek sedih,treatment eye serum Garnier
treatment,eye serum,Purbasari,Newcell Eye Serum Roll On,3.6,"after effect busui begadang mata pandaaaaa, suka new cell eye serum, ngebantu ngilangin mata panda modelnya roll on ngerelaksasi area mata deh😍😍😍",after effect busui begadang  pandaa suka  cell eye serum membantu menghilangkan  panda modelnya gulungan  ngerelaksasi area  deh,treatment eye serum Purbasari
treatment,eye serum,ElsheSkin,Eyessential Night Serum,4.7,"jujur coba coba, retinolnya vit c jujur sumpah shock hasilnya, uda 3 bareng elsheskin eye serum mataku berkurang bgt lingkar hitamnya, uda coba pake apapun ga ngaruh emg bandel nih lingkaran hitam. hal bikin kaget milia disekitar mata ilang kaget cinta, bole mahal tp hasilnya supper definitely my best eye serum",jujur coba coba retinolnya vit sih jujur sumpah shock hasilnya   bareng elsheskin eye serum mataku berkurang banget lingkar hitamnya  coba pakai apapun  berpengaruh  bandel nih lingkaran hitam   kaget milia di sekitar  hilang kaget cinta  mahal  hasilnya super definitely my terbaik eye serum,treatment eye serum ElsheSkin
treatment,eye serum,Laneige,Time Freeze Eye Serum EX,3.3,pake sulwhasoo pake ga nampol. 1 bendera nih laneige sulwhasoo. ndak repurchase. coba eye cream llaneige terbaru retinol bingung bagus b kayak.,pakai sulwhasoo pakai  nampol  bendera nih laneige sulwhasoo indak repurchase coba eye cream llaneige terbaru retinol bingung bagus,treatment eye serum Laneige
treatment,eye serum,Lancome,Advanced Génifique Eye Light Pearl,4.3,"memutuskan beli harapan kantung mata looks better, konsul sana-sini baca artikel keturunan, gak ilang pakai skincare. awal-awal pakai ngerasanya nggak keliatan signifikan, tetep repurchase aplikatornya bikin efek adem abis dipakai. 3 tahunan pakai, beneran ngerasa hasilnya dibandingin temen2 seusiaku, garis2 halus area mata keliatan. happy pokoknya.🥰",memutuskan beli harapan kantong  looks lebih baik konsultasi sana sini baca artikel keturunan  hilang pakai skincare awal awal pakai ngerasanya   signifikan  repurchase aplikatornya  efek adem habis dipakai  tahunan pakai benaran  hasilnya dibandingin teman seusiaku garis halus area   happy pokoknya,treatment eye serum Lancome
treatment,eye serum,The Body Shop,Vitamin E Eyes Cube,2.5,ga ngaruh apa2 beb. ga melembabkan. abis dipake kayak ga pake produk apa2. gw susah diaplikasikan yaaa. ga rekomen produk perawatan mata harga jauuuuhh bagus. no repurchase,berpengaruh  sayang  melembabkan habis dipakai   pakai produk   susah diaplikasikan   rekomen produk perawatan  harga jauuhh bagus  repurchase,treatment eye serum The Body Shop
treatment,eye serum,Nature Republic,California Aloe Vera 74 Cooling Eye Serum,3.1,permasalahan mata ku tuh sederhana. krg tidur bikin mata bengkak/puffy kantung mata seminggu 2x krg tidur. pgn produk soothing calming mataku kek. produk ga efek. pengaplikasiannya dingin roller ga berkesan. performa kek gini harganya mahal(aku beli official natur republik mall ya).,permasalahan  ku  sederhana  tidur   bengkak puffy kantong  seminggu   tidur pengin produk soothing calming mataku kayak produk  efek pengaplikasiannya dingin roller  berkesan performa kayak  harganya mahalaku beli resmi natur republik mal,treatment eye serum Nature Republic
treatment,eye serum,Sensatia Botanicals,Kakadu Plum & Argan Botanical Eye Serum,3.4,"beli produk mengandung bahan-bahan alami suka. kerasa 6 pemakaian dark circle kayak ngga hasil, jam tidur, ngerasa ngga kebantu produk. kandungan alaminya, ngga beli next time. in the end of the day bangun tidur dark circle berkurang. produk melembabkan mataku.",beli produk mengandung bahan bahan alami suka kerasa  pemakaian dark circle   hasil jam tidur   kebantu produk kandungan alaminya  beli next    end of  day bangun tidur dark circle berkurang produk melembabkan mataku,treatment eye serum Sensatia Botanicals
treatment,eye serum,Envygreen,Eye Bag & Dark Circle Reducer,4.4,"coba produk, kandungannya alami khawatir iritasi kerusakan kulit cocok dikulit, kenal produk ig produk, mencoba rangkaian anti agingnya, mudah2an cocok😇.",coba produk kandungannya alami khawatir iritasi kerusakan kulit cocok dikulit kenal produk instagram produk mencoba rangkaian anti agingnya mudah an cocok,treatment eye serum Envygreen
treatment,eye serum,SK-II,Facial Treatment Essence Eye,3.6,"ga ngerti fungsinya ngelembabin. gaada eye cream bantu kurangin dark circle. beli krn ba bs kurangin dark circle. laser jalan cepet+ efektif:""). teksturnya thick bener bener bkin lembab area mata. abis 1 botol gaada perubahan hehe, better pakai moisturizer area mata, sm fungsinya hehe. tp budget beli lembab bagus, tp ga ngefek dark circle",mengerti fungsinya ngelembabin enggak ada eye cream bantu kurangi dark circle beli  ba  kurangi dark circle laser jalan cepat efektif teksturnya thick   bikin lembap area  habis  botol enggak ada perubahan hehe lebih baik pakai moisturizer area   fungsinya hehe  budget beli lembap bagus   berakibat dark circle,treatment eye serum SK-II
treatment,eye serum,ULTIMA II,Extraordinaire Supreme Advanced Lifterale Daily Eye Regeneration Serum,4.6,"packaging eye serum ga beda extraordinaire supreme daily serum, kesan mewahnya dapet bgt. bahan dalem serum mengandung advanced lifterale complex dgn daily serum, jg rejuvataute complex buah buah kigelia africana melembabkan quillaja saponaria memperbaiki kulit kendur keriput regufactor membantu mengatasi lingkar hitam mata jg bengkak mata. keren bgt menurutku. segi tekstur lumayan kental berwarna putih. so far efek rasain area mata hitam jd cerah, kerasa plumpy jg cepat meresap, kerutan berkurang signifikan sebentar, hopefully hasilnya maksimal🥰 dikulitku sensitif jg ga efek negatif. thank you fd kesempatan nyobain eye serum❤",packaging eye serum  beda extraordinaire supreme daily serum kesan mewahnya  banget bahan  serum mengandung advanced lifterale complex  daily serum  rejuvataute complex buah buah kigelia africana melembabkan quillaja saponaria memperbaiki kulit kendur keriput regufactor membantu mengatasi lingkar hitam   bengkak  keren-keren banget menurutku segi tekstur lumayan kental berwarna putih sok far efek merasai area  hitam  cerah kerasa plumpy  cepat meresap kerutan berkurang signifikan sebentar hopefully hasilnya maksimal dikulitku sensitif   efek negatif terima kasih  fd kesempatan mencoba eye serum,treatment eye serum ULTIMA II
treatment,eye serum,The Bath Box,Eye Essential Serum,3.9,"namanya serum in jar, dikemas jar kaca dominasi warna coklat netto20gr. mini spatula partisi didalamya produk higienis. tbb eye essential tekstur gel cream mudah spread. sensasi soothing balur. cepat menyerap finish lembap. no greasy& non sticky formula. pagi malam. menimbulkan milia piling. what's so special about this eye essential from tbb? kombinasi bahan aktif didalamnya ampuh mengurangi tampilan dark circles area mata. problem wrinkles sudut mata, pemakaian 3, area mata nourishing. kantung mata berkurang dibarengi lifestyle. pemakaian merasakan nyaman negatif side. makeup, menjadikan makeup tahan gak cracking.",namanya serum  jar dikemas jar kaca dominasi warna coklat netto gr mini spatula partisi didalamya produk higienis tbb eye essential tekstur gel cream mudah spread sensasi soothing balur cepat menyerap finish lembap  greasy non sticky formula pagi malam menimbulkan milia piling  sok spesial   eye essential  tbb kombinasi bahan aktif didalamnya ampuh mengurangi tampilan dark circles area  problem wrinkles sudut  pemakaian  area  nourishing kantong  berkurang dibarengi gaya hidup pemakaian merasakan nyaman negatif side makeup menjadikan makeup tahan  cracking,treatment eye serum The Bath Box
treatment,eye serum,Mazaya,Dermo Eye Treatment Gel with Astaxanthine,3.4,"parahh suka eye krim. baner2 bikin garis2 halus disekitar mataku pudar👍👍. teksturnya cepet meresap, packaging ngak ribet. tarus jari oleskan mataku🥰 bagus deh...",parah suka eye kirim baner  garis halus di sekitar mataku pudar teksturnya cepat meresap packaging  ribet tarus jari oleskan mataku bagus deh,treatment eye serum Mazaya
treatment,eye serum,Crystallure by Wardah,Supreme Advanced Eye Serum,3.7,"so so. teksturnya kaya cream putih ga aplikator pakenya. harganya mayan sih:"") tingkat keampuhannya 60%- 70%, ga sukses bikin mata panda berkurang setidaknya bikin kantong mata lembab halus^^",sok sok teksturnya kayak cream putih  aplikator pakenya harganya lumayan sih tingkat keampuhannya    sukses   panda berkurang   kantong  lembap halus,treatment eye serum Crystallure by Wardah
treatment,eye serum,Clinelle,Clinelle Caviar Gold Firming Eye Serum,4.2,"teksturnya gel thick mudah dibaurkan cepat menyerap, teksturnya lucu glitternya, gak mengganggu karna meleleh diblend wajah. baunya serangkaian, bau jamu2an",teksturnya gel thick mudah dibaurkan cepat menyerap teksturnya lucu glitternya  mengganggu  meleleh diblend wajah baunya serangkaian bau jamu an,treatment eye serum Clinelle
treatment,eye serum,Estee Lauder,Advanced Night Repair Eye Serum,4.3,"ga worth it harganya.. pakai 3,. mata panda tetep. kerutan tetep. baca review us, b. ga repurchase. cari..",bernilai  harganya pakai   panda  kerutan  baca ulasan us   repurchase cari,treatment eye serum Estee Lauder
treatment,eye serum,Kiehl's,Super Multi-Corrective Eye Opening Serum,3.2,"super heavy, dipake belepetan kemana, abis bau aneh:( pump bagus pencet, harga mehong dipake irit2. cuman dipake abis dikasih mama. repurchase? no:(",super heavy dipakai belepetan ke mana habis bau aneh pump bagus pencet harga mahal dipakai irit  dipakai habis dikasih mama repurchase,treatment eye serum Kiehl's
treatment,eye serum,Larissa,Eye Treatment Serum,1.8,"habis 1 botol produk. jujur gk ngaruh samsek. beli karna pake larissa, cocok., nggak ngaruh. trus punyaku gabisa ditekan tutup pump, dilepas tutupnya.",habis  botol produk jujur  berpengaruh sama sekali beli  pakai larissa cocok  berpengaruh  punyaku enggak bisa ditekan tutup pump dilepas tutupnya,treatment eye serum Larissa
treatment,eye serum,Sulwhasoo,Timetreasure Renovating Eye Serum,4.5,"gambling ambil full size research, modal keliling sogo nyobain satu2. krn gold massagernya sold pinternya ba hehe. wangi khas sulwhasoo herbal, fine sm wanginya rather relaxing. teksturnya light gel to cream, warna beige. easy to blend, lumayan cepet nyerep apalgi klo full treatment pake massagernya. efek sempet ngerasa kering area mata, takutnya strong berhubung timetreasure line peruntukannya utk anti aging sempet berhenti pake tp krn takut sakit hati beli semahal ga dipake nekat bener dipake cocok. dipake ga bikin kering lg sensasi lifting sisi samping are mata mata kaca bedanya dri. emg sesuai klaimnya utk anti aging, ingredients jg ga maen2 pinus merah jamur pinus jg patennya red treasure. habis bedanya. repurchase msh gemeter lihat harganya hehehe",gambling ambil full ukuran penelitian modal keliling sogo mencoba   emas massagernya sold pintarnya ba hehe wangi khas sulwhasoo herbal fine  wanginya rather relaxing teksturnya light gel  cream warna beige easy  blend lumayan cepat nyerep  kalo full treatment pakai massagernya efek   kering area  takutnya strong berhubung timetreasure line peruntukannya  anti aging  berhenti pakai   takut sakit hati beli semahal  dipakai nekat  dipakai cocok dipakai   kering  sensasi lifting sisi samping    kaca bedanya   sesuai klaimnya  anti aging ingredients   main pinus merah jamur pinus  patennya merah treasure habis bedanya repurchase  gemetar  harganya tertawa,treatment eye serum Sulwhasoo
treatment,eye serum,The Body Shop,Elderflower Unperfumed Eye Gel,3.3,"beli diskon 50%, lumayan coba coba nyari produk eye cream cocok. eye cream melembabkan membantu mata kering. dipakai sensasi dinginnya.",beli diskon  lumayan coba coba mencari produk eye cream cocok eye cream melembabkan membantu  kering dipakai sensasi dinginnya,treatment eye serum The Body Shop
treatment,eye serum,Nurish Organiq,Brightening Eye Serum,4.8,"salah eye cream fav. teksturnya cream watery ringan kulit gak lengkep trs bikin lembab, kulit mengencangkan area mata. so far efek mencerahkannya kerasa ok melembabkan menghilangkan garis halus mata",eye cream favorit teksturnya cream watery ringan kulit  lengkep   lembap kulit mengencangkan area  sok far efek mencerahkannya kerasa oke melembabkan menghilangkan garis halus,treatment eye serum Nurish Organiq
treatment,eye serum,Olay,Regenerist Revitalising Eye Serum,3.1,"eye cream gliter goldnya. teksturnya cream kental ringan dipakai mata. kalo abis pake berasa cerah efek. harganya lumayan ukuran 15 ml. efek mencerahkan mata panda, garis"" halus, mengencangkan mata berasa- dilanjut habis karna ingredientsnya bagus"" sayang kebuang sia"". hehe",eye cream gliter goldnya teksturnya cream kental ringan dipakai   habis pakai berasa cerah efek harganya lumayan ukuran  ml efek mencerahkan  panda garis halus mengencangkan  berasa dilanjut habis  ingredientsnya bagus sayang kebuang  hehe,treatment eye serum Olay
treatment,eye serum,CLINIQUE,All About Eyes Serum De-Puffing Eye Massage,4.2,"suka eye serum roll, dipakenya adem dimata, kupake rutin malem siang. kantong mataku lumayan berkurang pake 2minggu😍 sayang expirednya 6bulan habis dibuka sering2 dipake🤪",suka eye serum gulungan dipakainya adem dimata aku pakai rutin malam siang kantong mataku lumayan berkurang pakai sunday  sayang expirednya  habis dibuka  dipakai,treatment eye serum CLINIQUE
treatment,eye serum,Estee Lauder,Advanced Night Repair Eye Concentrate Matrix,4.6,"memudarkan garis halus, aplikatornya enak dingin, mengurangi sembab mata kencang, pakai lipatan hidung, dahi garis senyum. cepat menyerap. wangi madu. dipakai dipagi dak malam hasilnya garis halus mata memudar",memudarkan garis halus aplikatornya  dingin mengurangi sembap  kencang pakai lipatan hidung dahi garis senyum cepat menyerap wangi madu dipakai di pagi indak malam hasilnya garis halus  memudar,treatment eye serum Estee Lauder
treatment,eye serum,The Body Shop,Vitamin C Eye Reviver Duo,2.6,"sma, 6, skincare ter mahal gw! mikir sejuta beli. pakenya religius. gimmicknya dapet yah, roll-on, dilapis eye cream. gila, keren ga tuh? pastinya nampol khaaaan? ngga lol. beneran ga ngaruh apa-apa! sampe abis gw ga liat perbedaannya. untungnya ga milia jerawatan. tp buang2 duit aseli..",skincare ter mahal  pikir sejuta beli pakenya religius gimmicknya   roll on dilapis eye cream gila keren-keren   pastinya nampol khaan  lucu benaran  berpengaruh apa apa  habis    perbedaannya untungnya  milia jerawatan  buang uang aseli,treatment eye serum The Body Shop
treatment,eye serum,Kiehl's,Powerful-Strength Line-Reducing Eye-Brightening Concentrate,3.8,"cocok! mantap kurangin mata panda.. ga bikin milia, lembab bgt! emg klo garis halus butuh.. ak sndiri combine sulwhasoo invigorating eye cream.. mantul deh hasilnya.. tp lingkaran item berkurang kayanya gara2.. karna vit c! luvvv",cocok mantap kurangi  panda   milia lembap banget  kalo garis halus butuh   combine sulwhasoo invigorating eye cream mantap betul deh hasilnya  lingkaran hitam berkurang  gara  vit sih luvv,treatment eye serum Kiehl's
treatment,eye serum,Sukin,ANTIOXIDANT EYE SERUM,2.8,"melembabkan, ga ngaruh kantung matanya. teksturnya ringan, dibanding dioles kalo tap tap. pake hamil cari aman natural. beli botol",melembabkan  berpengaruh kantong matanya teksturnya ringan dibanding dioles  tap tap pakai hamil cari aman natural beli botol,treatment eye serum Sukin
treatment,eye serum,Tiff,Eye Roll,2.8,beli karna penasaran beneran sebagus gak kayak dibilang owner. karna simpan kulkas dipake seger. efek gak.... nyegerin mata. harga so so..,beli  penasaran benaran sebagus   dibilang owner  simpan kulkas dipakai segar efek  nyegerin  harga sok sok,treatment eye serum Tiff
treatment,eye serum,Bioaqua,Bioaqua Eye Roll Care Eye Essence Serum,3.7,"ga pake karna its not work at all:( ngelembapin ga ngurangin kerutan, mata panda, puffy eyes. rajinn make. suka tempatnya ajaa, bikin mudah apply praktis.",pakai    work   ngelembapin  ngurangin kerutan  panda puffy eyes rajinn memakai suka tempatnya   mudah apply praktis,treatment eye serum Bioaqua
treatment,eye serum,Ertos,Eye Bag And Dark Circle Serum,4,dah pakai berbulan2 mata lelah dark circle. ku rasakan tetep gak perubahan sm dark circle. teksturnya cair bening gt gampang meresap kulit. tp gak ber efek. garis halus jg...,deh pakai berbulan  lelah dark circle ku rasakan   perubahan  dark circle teksturnya cair bening  mudah meresap kulit   ber efek garis halus,treatment eye serum Ertos
treatment,eye serum,Nurish Organiq,24K Gold Eye Serum,4.8,"kalinya pakai eyecream kandungan sultan 24k gold, teksturnya ringan, gak lengket mudah meresap. hasilnya sesuai klaimya, pemakaian 7 area kulit mata teratasi, berhasil mencerahkan mengencangkan area kulit mata.",kalinya pakai eyecream kandungan sultan kak emas teksturnya ringan  lengket mudah meresap hasilnya sesuai klaimya pemakaian  area kulit  teratasi berhasil mencerahkan mengencangkan area kulit,treatment eye serum Nurish Organiq
treatment,eye serum,Oriflame,Soothing Eye Contour Gel,2.8,"mata panda gak kasih efek apa2, lembab. niat beli butuh dark undereyes, aplikasiin dingin area mata, tp mata panda gk berkurang, perih kayak iritasi mata",panda  kasih efek  lembap niat beli butuh dark undereyes mengaplikasikan dingin area    panda  berkurang perih  iritasi,treatment eye serum Oriflame
treatment,eye serum,CLINIQUE,Moisture Surge Eye 96-Hour Hydro-Filler Concentrate,4.3,"pakai mencegah kerutan ajaa mata. eyegel menurutku super tacky! pakai suka timpa oil tipis2 ajaaa biar lembab. tbh ga apa2 daerah mata, eye cream sekaliii, pake face oil ajaa kalo sisa dipakein mata, greasynya mayan berasa🤣 pake, ditimpa oil dikit, kegreasy-an oilnya lsg ga berasa. sukaa bgt!! packagingnya lucuu suka hahah",pakai mencegah kerutan   eyegel menurutku super tacky pakai suka timpa oil tipis  biar lembap tubuh   daerah  eye cream  pakai face oil   sisa dipakein  greasynya lumayan berasa pakai ditimpa oil  kegreasy an oilnya   berasa suka banget packagingnya lucu suka haha,treatment eye serum CLINIQUE
treatment,eye serum,Lancome,Genifique Eye Light Pearl Eye & Lash Concentrate,4.2,"wfh suka males skincare-an, sampe area mata, males bgt deh. beli tuh makenya ngga rutin2 bgt. kemaren sempet ngerutinin pagi n malam pake. plusnya serumnya mudah dipake pijet2 mata lelah. efek ngurangi lingkaran hitam kantong mata blm nyata. tapiiii notice bulu mata berasa lebat n. again, nggak tau ga pake maskara pangling sm bulmat, efek serum. niat bgt ngolesin rutin. final thought: ok, ditambah pelembab biar mantul.",wfh suka malas skincare an  area  malas banget deh beli  makenya  rutin banget   ngerutinin pagi  malam pakai plusnya serumnya mudah dipakai pijet  lelah efek ngurangi lingkaran hitam kantong     notice bulu  berasa lebat  again    pakai maskara pangling  bulmat efek serum niat banget ngolesin rutin final thought oke ditambah pelembab biar mantap betul,treatment eye serum Lancome
treatment,eye serum,L'Oreal Paris,Triple Power™ Eye Treatment,4,"prihal tekstur tergolong thick butuh spread tap tap make sure menyerap, harga segini bersaing eyecream lokal ingredients kompleks, coba its okey to try, fungsi melembabkan malem ga bikin mata lelah",prihal tekstur tergolong thick butuh spread tap tap memakai sure menyerap harga segini bersaing eyecream lokal ingredients kompleks coba  okey  try fungsi melembabkan malam    lelah,treatment eye serum L'Oreal Paris
treatment,eye serum,Drunk Elephant,Shaba Complex Eye Serum,3.4,"dibeliin adek kado, rencananya dipakai nunggu eye cream dipakai habis. reviewnya bilang ga cocok, diriku penasaran😂 buka pakai eye serum. beli sample sizenya ga keluhan apapun yaa, inget pakainya jd ga signifikan perbedannya. pakai ga ekspektasi. tapiii gila, salah eye cream/serum efeknya langsung under eye(plese note kulit yaa, jd pastinya kulit berbeda hasilnya). lupa keberapa, pokoknya bangeun tidur, cuci muka, skincare-an, notice mata cerahan haluus, mikir emng make. barulah inget pakai shaba iniii😱 untungnya ga peeling review ga pedih mata. 5 stars for shaba💕💕💕",dibelikan adik kado rencananya dipakai menunggu eye cream dipakai habis reviewnya bilang  cocok diriku penasaran buka pakai eye serum beli sample sizenya  keluhan apapun   pakainya   signifikan perbedannya pakai  ekspektasi  gila  eye cream serum efeknya  under eyeplese catat kulit   pastinya kulit berbeda hasilnya lupa keberapa pokoknya bangeun tidur cuci muka skincare an notice  cerahan haluus pikir  memakai barulah  pakai shaba  untungnya  peeling ulasan  pedih   stars  shaba,treatment eye serum Drunk Elephant
treatment,eye serum,LT PRO,Anti Age Eye Serum,4.6,beli produk supermarket lokal daerah... overall lumayan bagus roll tersedia jd praktis dipake.. mencerahkan kehitaman mata cuman sx gak ngilangin garis2 halus mata... cari.,beli produk supermarket lokal daerah secara keseluruhan lumayan bagus gulungan tersedia  praktis dipakai mencerahkan kehitaman   sx  menghilangkan garis halus  cari,treatment eye serum LT PRO
treatment,eye serum,La Mer,The Lifting Eye Serum,5,"gausah lg ya…bagus tp yaaa kantong kering bgtt huhu. mataku sangat2 puffy hitam. pakai kebesokkannya mataku kempes cerahan. jujur beli rada degdegan krna mahalnya takut ga cocok😭. dapet serum aplikatornya. aplikatornya dipakai serumnya ditaruh dibawah mata…tekstyr dr serumnya rada kentel ga bau2, cepat menyerap jugaa sensasi dingin dgn aplikatornya",enggak usah  ya bagus   kantong kering banget huhu mataku  puffy hitam pakai kebesokkannya mataku kempis cerahan jujur beli  degdegan  mahalnya takut  cocok  serum aplikatornya aplikatornya dipakai serumnya ditaruh di bawah mata tekstyr dokter serumnya  kental  bau cepat menyerap  sensasi dingin  aplikatornya,treatment eye serum La Mer
treatment,eye serum,Bio-Essence,Bio-Essence Eye Power Illuminator,4,"packaging ny serba gold jd terkesan serba mewah. tekstur gel bening serpihan gold ny, ngelembapin yah wringkle, karna q ga liat pemakaian wrinkle ny biaz az ga ad kemajuan gmn😅 kalo ngelembapin not bad stlh pemakaian mata ny segar enggak lelah ny",packaging  serba emas  terkesan serba mewah tekstur gel bening serpihan emas  ngelembapin  wringkle     pemakaian wrinkle  biaz az   kemajuan   ngelembapin  buruk  pemakaian   segar  lelah,treatment eye serum Bio-Essence
treatment,eye serum,Corine de Farme,Radiant and Anti-Tiredness Eye Care,3.6,bikin amaze eye cream tuh isinya ga kaya eye cream brushnya tinggal teken trus creamnya brush. ngehydrate kantung mata bikin dark circlenya ilang cuman kacamataan selip dibagian silikon kacamata,amaze eye cream  isinya  kayak eye cream brushnya tinggal tekan  creamnya brush ngehydrate kantong   dark circlenya hilang  kacamataan selip di bagian silikon kacamata,treatment eye serum Corine de Farme
treatment,eye serum,BSKIN,Eye Care Multitasking Power Serum,4.6,"eye serum texture gel. adeeemmm bgt deh klo diaplikasiin area mata. 1 pemakaian, pake pagi& malem. 1st impression 1 enak bgt area mata jd supple. ga bikin milia. klo mata panda, mataku ga sepanda. puffy eyes berkurang. jd seger gt mata. klo garis halus/ kerutan, longterm yaaaa investasi tua blm signifikan. kepala 3 hihiii",eye serum texture gel adeemm banget deh kalo diaplikasiin area   pemakaian pakai pagi malam st impression   banget area   supple   milia kalo  panda mataku  sepanda puffy eyes berkurang  segar   kalo garis halus kerutan longterm  investasi tua  signifikan kepala  hihii,treatment eye serum BSKIN
treatment,eye serum,Clinelle,Age Revive Lifting Eye Serum,4,"coba produk clinelle dpt gift, jujur suka bnget produknya, varian revive age, umurku blm nyampe 30an. tpi cocok dikulitku. eye creamnya texture lumayan pekat tpi lumayan cepet meresap dikulit, hasilnya menghilangkan kantung mata, garis-garis halus disekitar mata. baunya lumayan strong, jujur suka baunya, tpi ditahan. overall suka produknya❤",coba produk clinelle  hadiah jujur suka banget produknya varian revive age umurku   an  cocok dikulitku eye creamnya texture lumayan pekat  lumayan cepat meresap dikulit hasilnya menghilangkan kantong  garis garis halus di sekitar  baunya lumayan strong jujur suka baunya  ditahan secara keseluruhan suka produknya,treatment eye serum Clinelle
treatment,eye serum,The Face Shop,Raspberry Roots Depuffing Eye Gel,2.2,engga cocok pake. pake kulit langsung panas merah. langsung buru2 cuci muka. besoknya nyoba kaya gt. ga dilanjutin makenya sampe. repurchase? of course... no?,cocok pakai pakai kulit  panas merah  buru cuci muka besoknya mencoba kayak   dilanjutin makenya  repurchase of course,treatment eye serum The Face Shop
treatment,eye serum,Bloomka,Persian Silk + Ash Tree Eye Serum,3.3,"sekecil awet lohhh sampe berbulan wkwk. produk deh tau merk, taunya temen. gelnya thick, lumayan cepet menyerap, bikin lembab. mencerahkan. karna permasalahan mata cekung kulit mata kering tipis. minusnya pipetnya ga bangettt. pipetnya gede sisaan sisaan ga kepake huhu. harganya affordable deh.",awet   berbulan wkwk produk deh  merek taunya teman gelnya thick lumayan cepat menyerap  lembap mencerahkan  permasalahan  cekung kulit  kering tipis minusnya pipetnya  banget pipetnya  sisaan sisaan  terpakai huhu harganya terjangkau deh,treatment eye serum Bloomka
treatment,eye serum,I Trust Nature,Hibiscus Firming Eye Serum,5,"suka pilih2 eyecream karna kebanyakan eye cream peeling kit apek makup. peelingnya dikit anggep gak peeling. teksturnya cream langsung leleh aplikasi. ngasih kelembaban area mata. sukabanget. review hasil memudahrkan lingkar hitam blm info sampek minimum pemakaian 3. pin eye cream melembabkan undereye gak bikin tebel gak nyaman, berhasil!! pake eye serum pake good option.",suka pilih eyecream  kebanyakan eye cream peeling kit apak makup peelingnya  anggap  peeling teksturnya cream  leleh aplikasi mengasih kelembaban area  sukabanget ulasan hasil memudahrkan lingkar hitam  info  minimum pemakaian  pin eye cream melembabkan undereye   tebal  nyaman berhasil pakai eye serum pakai bagus option,treatment eye serum I Trust Nature
treatment,eye serum,Eco Your Skin,Volufiline15 Eye Essence,5,", pakai sebulanan berani review. skeptis beda eye serum gel dinginkayak kupakai, teksturnya mirip2 kayak primer benefit porefessional bening, silicon texture velvet. sebulan ku coba pakai religiously pagi malem, daerah mudah wrinkle(jidat sampe leher), ngerasain efek anti agingnya. kalo pakainya pake concealer, ga gampang creasing. kantong mata lumayan ga sepuffy. suka, suka pake as primer pake complexion, blurring pores. isinya, 50ml, ga abis2 pdhl pakenya super boros. botolnya cakep bangetttt lemah deh sm packaging cakep kaya gini🤍",pakai sebulanan berani ulasan skeptis beda eye serum gel dinginkayak kupakai teksturnya   primer benefit porefessional bening silicon texture velvet sebulan ku coba pakai religiously pagi malam daerah mudah wrinklejidat  leher merasai efek anti agingnya  pakainya pakai concealer  mudah creasing kantong  lumayan  sepuffy suka suka pakai as primer pakai complexion blurring pores isinya ml  habis  pakenya super boros botolnya cakap banget lemah deh  packaging cakap kayak,treatment eye serum Eco Your Skin
treatment,eye serum,SKINFOOD,Salmon Brightening Eye Serum,2.5,"serum mata pertamaku kubeli barengan krim matanya jaman kuliah. bantu menyamarkan lingkaran hitam mata? lumayan bener-bener ngga'kerasa' efeknya ngerasa performa serum lambat pakai 3, kerasa serum gampang terserap bikin kulit mataku lembab. lembab, kerutan mata tercegah terbentuk. ngga cocok krim matanya thick(dan kualihfungsikan pelembab huhu), ngerasa serum digunain eye treatment kulit mata ngga kering-kering.",serum  pertamaku kubeli barengan kirim matanya zaman kuliah bantu menyamarkan lingkaran hitam  lumayan bener bener nggakerasa efeknya  performa serum lambat pakai  kerasa serum mudah terserap  kulit mataku lembap lembap kerutan  tercegah terbentuk  cocok kirim matanya thickdan kualihfungsikan pelembab huhu  serum digunain eye treatment kulit   kering kering,treatment eye serum SKINFOOD
treatment,eye serum,Garnier,Clearly Brighter Anti-Puff Eye Roller,3.4,"ampun jadul, gatau 2021 engga, seinget pake 3 taun, sempet repurchase ga ngaruh guys mata panda kantung mata, kalo serumnya masuk mata lumayan perih",ampun jadul enggak tau    pakai    repurchase  berpengaruh teman-teman  panda kantong   serumnya   lumayan perih,treatment eye serum Garnier
treatment,eye serum,Kleveru Organics,Bright Eyes Is Coming!,3,pake karna bingung ngilangin kantong mata pake eyecream. iseng coba2 skalian beli oilnya. lumayan ampuh cerahin mata. ga instan. rutin sabar pake. ambil setetes sepasang mata,pakai  bingung menghilangkan kantong  pakai eyecream iseng coba  beli oilnya lumayan ampuh cerahin   instan rutin sabar pakai ambil setetes sepasang,treatment eye serum Kleveru Organics
